path,status,schema,name,distance_type,return_to_depot,seed,depot_count,customer_count,salesmen_count,node_count,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,warnings_count,errors_count,warnings,errors
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i30_c500_d5_m14_adversarial.json,ok,new,g03_i30_c500_d5_m14_adversarial,euclidean,,203617,5,500,14,505,40.0,40.0,960.0,473.714286,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i31_c500_d4_m12_adversarial.json,ok,new,g03_i31_c500_d4_m12_adversarial,euclidean,,203618,4,500,12,504,40.0,40.0,960.0,408.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i32_c500_d5_m14_adversarial.json,ok,new,g03_i32_c500_d5_m14_adversarial,euclidean,,203619,5,500,14,505,40.0,40.0,960.0,473.714286,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i33_c500_d4_m13_adversarial.json,ok,new,g03_i33_c500_d4_m13_adversarial,euclidean,,203620,4,500,13,504,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i34_c500_d5_m16_adversarial.json,ok,new,g03_i34_c500_d5_m16_adversarial,euclidean,,203621,5,500,16,505,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i35_c500_d4_m13_adversarial.json,ok,new,g03_i35_c500_d4_m13_adversarial,euclidean,,203622,4,500,13,504,40.0,40.0,960.0,790.305988,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i36_c500_d5_m16_adversarial.json,ok,new,g03_i36_c500_d5_m16_adversarial,euclidean,,203623,5,500,16,505,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i37_c500_d4_m13_adversarial.json,ok,new,g03_i37_c500_d4_m13_adversarial,euclidean,,203624,4,500,13,504,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i38_c500_d5_m16_adversarial.json,ok,new,g03_i38_c500_d5_m16_adversarial,euclidean,,203625,5,500,16,505,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i39_c500_d4_m13_adversarial.json,ok,new,g03_i39_c500_d4_m13_adversarial,euclidean,,203626,4,500,13,504,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i40_c500_d5_m16_adversarial.json,ok,new,g03_i40_c500_d5_m16_adversarial,euclidean,,203627,5,500,16,505,40.0,40.0,960.0,751.698113,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i41_c500_d4_m12_adversarial.json,ok,new,g03_i41_c500_d4_m12_adversarial,euclidean,,203628,4,500,12,504,40.0,40.0,960.0,730.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i42_c500_d5_m14_adversarial.json,ok,new,g03_i42_c500_d5_m14_adversarial,euclidean,,203629,5,500,14,505,40.0,40.0,960.0,718.522698,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i43_c500_d4_m12_adversarial.json,ok,new,g03_i43_c500_d4_m12_adversarial,euclidean,,203630,4,500,12,504,40.0,40.0,960.0,732.114234,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i44_c500_d5_m14_adversarial.json,ok,new,g03_i44_c500_d5_m14_adversarial,euclidean,,203631,5,500,14,505,40.0,40.0,960.0,705.180324,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i45_c500_d4_m12_adversarial.json,ok,new,g03_i45_c500_d4_m12_adversarial,euclidean,,203632,4,500,12,504,40.0,40.0,960.0,734.93537,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i46_c500_d5_m14_adversarial.json,ok,new,g03_i46_c500_d5_m14_adversarial,euclidean,,203633,5,500,14,505,40.0,40.0,960.0,705.679388,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i47_c500_d4_m12_adversarial.json,ok,new,g03_i47_c500_d4_m12_adversarial,euclidean,,203634,4,500,12,504,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i48_c500_d4_m13_adversarial.json,ok,new,g03_i48_c500_d4_m13_adversarial,euclidean,,203635,4,500,13,504,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i49_c500_d5_m15_adversarial.json,ok,new,g03_i49_c500_d5_m15_adversarial,euclidean,,203636,5,500,15,505,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i50_c500_d4_m12_adversarial.json,ok,new,g03_i50_c500_d4_m12_adversarial,euclidean,,203637,4,500,12,504,40.0,40.0,944.388486,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i51_c500_d4_m13_adversarial.json,ok,new,g03_i51_c500_d4_m13_adversarial,euclidean,,203638,4,500,13,504,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03/g03_i52_c500_d5_m15_adversarial.json,ok,new,g03_i52_c500_d5_m15_adversarial,euclidean,,203639,5,500,15,505,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i01_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i01_c500_d3_m5_hard_adversarial,euclidean,,205000,3,500,5,503,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i02_c500_d3_m6_hard_adversarial.json,ok,new,g03h_i02_c500_d3_m6_hard_adversarial,euclidean,,205001,3,500,6,503,40.0,40.0,960.0,829.84644,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i03_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i03_c500_d2_m4_hard_adversarial,euclidean,,205002,2,500,4,502,40.0,40.0,960.0,834.32089,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i04_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i04_c500_d3_m5_hard_adversarial,euclidean,,205003,3,500,5,503,40.0,40.0,960.0,789.801823,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i05_c500_d3_m6_hard_adversarial.json,ok,new,g03h_i05_c500_d3_m6_hard_adversarial,euclidean,,205004,3,500,6,503,40.0,40.0,960.0,781.935484,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i06_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i06_c500_d2_m4_hard_adversarial,euclidean,,205005,2,500,4,502,40.0,40.0,960.0,927.806657,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i07_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i07_c500_d3_m5_hard_adversarial,euclidean,,205006,3,500,5,503,40.0,40.0,960.0,781.935484,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i08_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i08_c500_d2_m4_hard_adversarial,euclidean,,205007,2,500,4,502,40.0,40.0,960.0,338.378378,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i09_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i09_c500_d3_m5_hard_adversarial,euclidean,,205008,3,500,5,503,40.0,40.0,960.0,425.405405,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i10_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i10_c500_d2_m4_hard_adversarial,euclidean,,205009,2,500,4,502,40.0,40.0,960.0,350.906868,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i11_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i11_c500_d3_m5_hard_adversarial,euclidean,,205010,3,500,5,503,40.0,40.0,960.0,425.405405,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i12_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i12_c500_d2_m4_hard_adversarial,euclidean,,205011,2,500,4,502,40.0,40.0,960.0,338.378378,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i13_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i13_c500_d3_m5_hard_adversarial,euclidean,,205012,3,500,5,503,40.0,40.0,960.0,697.142857,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i14_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i14_c500_d2_m4_hard_adversarial,euclidean,,205013,2,500,4,502,40.0,40.0,960.0,697.142857,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i15_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i15_c500_d3_m5_hard_adversarial,euclidean,,205014,3,500,5,503,40.0,40.0,960.0,697.142857,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i16_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i16_c500_d2_m4_hard_adversarial,euclidean,,205015,2,500,4,502,40.0,40.0,960.0,697.142857,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i17_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i17_c500_d3_m5_hard_adversarial,euclidean,,205016,3,500,5,503,40.0,40.0,960.0,700.798918,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i18_c500_d3_m6_hard_adversarial.json,ok,new,g03h_i18_c500_d3_m6_hard_adversarial,euclidean,,205017,3,500,6,503,40.0,40.0,960.0,799.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i19_c500_d2_m5_hard_adversarial.json,ok,new,g03h_i19_c500_d2_m5_hard_adversarial,euclidean,,205018,2,500,5,502,40.0,40.0,960.0,739.601972,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i20_c500_d3_m6_hard_adversarial.json,ok,new,g03h_i20_c500_d3_m6_hard_adversarial,euclidean,,205019,3,500,6,503,40.0,40.0,960.0,799.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i21_c500_d2_m5_hard_adversarial.json,ok,new,g03h_i21_c500_d2_m5_hard_adversarial,euclidean,,205020,2,500,5,502,40.0,40.0,960.0,744.903451,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i22_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i22_c500_d2_m4_hard_adversarial,euclidean,,205021,2,500,4,502,40.0,40.0,960.0,934.393517,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i23_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i23_c500_d3_m5_hard_adversarial,euclidean,,205022,3,500,5,503,40.0,40.0,917.337025,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i24_c500_d2_m4_hard_adversarial.json,ok,new,g03h_i24_c500_d2_m4_hard_adversarial,euclidean,,205023,2,500,4,502,40.0,40.0,960.0,950.504462,0,0,,
